tf_label,pair,sma,M_exit,tp_pips,trades,is_n,oos_n,is_net,oos_net,is_pd,oos_pd,oos_dd,oos_wr,days
S5/M2/M10,GBP_USD,10/22/50,1,20.0,13,7,6,-60.6,3.1,-15.72,1.61,-21.2,33.3,5.8
S5/M2/M10,GBP_USD,10/22/50,1,30.0,12,7,5,-60.6,29.5,-15.72,15.29,-21.2,40.0,5.8
S5/M1/M10,USD_JPY,5/10/22,0,15.0,5,4,1,55.0,-23.9,14.25,-12.37,0.0,0.0,5.8
S5/M1/M10,USD_JPY,5/10/22,0,20.0,5,4,1,75.0,0.1,19.43,0.07,0.0,100.0,5.8
S5/M1/M10,USD_JPY,5/10/22,0,30.0,3,2,1,57.5,-23.9,14.9,-12.37,0.0,0.0,5.8
S5/M1/M10,USD_JPY,5/10/22,1,15.0,13,8,5,-28.0,8.9,-7.27,4.61,-2.7,60.0,5.8
S5/M1/M10,USD_JPY,5/10/22,1,20.0,13,8,5,-28.0,6.0,-7.27,3.09,-2.7,60.0,5.8
S5/M1/M10,USD_JPY,5/10/22,1,30.0,13,8,5,-28.0,6.0,-7.27,3.09,-2.7,60.0,5.8
S5/M1/M10,USD_JPY,5/15/35,0,15.0,6,6,0,-6.8,0.0,-1.77,0.0,0.0,0.0,5.8
S5/M1/M10,USD_JPY,5/15/35,0,20.0,5,4,1,75.0,5.8,19.43,3.03,0.0,100.0,5.8
S5/M1/M10,USD_JPY,5/15/35,0,30.0,2,2,0,-31.3,0.0,-8.12,0.0,0.0,0.0,5.8
S5/M1/M10,USD_JPY,5/15/35,1,15.0,15,9,6,-12.9,12.1,-3.35,6.29,-9.1,66.7,5.8
S5/M1/M10,USD_JPY,5/15/35,1,20.0,15,9,6,-21.8,10.1,-5.66,5.23,-9.1,66.7,5.8
S5/M1/M10,USD_JPY,5/15/35,1,30.0,15,9,6,-41.7,10.1,-10.82,5.23,-9.1,66.7,5.8
S5/M1/M10,USD_JPY,5/22/50,0,15.0,4,2,2,27.5,19.6,7.12,10.15,0.0,100.0,5.8
S5/M1/M10,USD_JPY,5/22/50,0,20.0,3,2,1,37.5,15.6,9.71,8.11,0.0,100.0,5.8
S5/M1/M10,USD_JPY,5/22/50,0,30.0,2,1,1,28.7,5.8,7.45,3.03,0.0,100.0,5.8
S5/M1/M10,USD_JPY,5/22/50,1,15.0,15,9,6,-45.5,-2.7,-11.8,-1.38,-21.6,50.0,5.8
S5/M1/M10,USD_JPY,5/22/50,1,20.0,15,9,6,-49.8,-6.5,-12.91,-3.35,-21.6,50.0,5.8
S5/M1/M10,USD_JPY,5/22/50,1,30.0,15,9,6,-62.3,-6.5,-16.15,-3.35,-21.6,50.0,5.8
S5/M1/M10,USD_JPY,7/15/35,0,15.0,4,4,0,-34.3,0.0,-8.89,0.0,0.0,0.0,5.8
S5/M1/M10,USD_JPY,7/15/35,0,20.0,3,2,1,37.5,7.6,9.71,3.96,0.0,100.0,5.8
S5/M1/M10,USD_JPY,7/15/35,0,30.0,2,2,0,-31.3,0.0,-8.12,0.0,0.0,0.0,5.8
S5/M1/M10,USD_JPY,7/15/35,1,15.0,17,10,7,-16.7,6.5,-4.33,3.39,-5.0,42.9,5.8
S5/M1/M10,USD_JPY,7/15/35,1,20.0,17,10,7,-6.7,5.7,-1.74,2.97,-10.8,42.9,5.8
